"","ch_in","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female"
"22930",1,2,534,9,113,486,1,1
"24523",0,3,534,9,113,486,1,2
"8128",0,1,542,6,42,268,0,1
"16599",0,2,542,6,42,268,0,2
"18600",0,3,2217,8,271,1177,0,3
"16351",0,1,137,3,22,143,1,0
"22594",0,2,137,3,22,184,1,1
"1032",0,1,173,2,13,98,0,0
"13837",0,2,460,2,33,614,1,0
"17680",0,3,534,2,113,614,1,1
"25824",0,1,105,9,7,42,0,1
"26197",0,2,105,1,7,94,0,2
"26265",1,3,1196,7,180,481,0,3
"27514",1,4,1196,7,180,481,0,4
"8000",0,1,73,6,6,192,0,0
"14418",1,3,447,6,70,521,0,1
"16146",0,4,447,6,70,521,0,2
"6161",0,1,556,9,94,1193,0,1
"13260",0,2,556,9,94,1193,0,1
"18243",0,3,556,9,94,1193,1,1
"20913",0,4,2217,9,271,1193,1,2
"21174",0,5,2217,9,271,1193,1,3
"26961",0,6,2217,9,271,1193,2,3
"8265",1,1,727,12,113,1144,0,1
"9679",0,2,727,12,113,1144,1,1
"12517",0,4,1550,12,113,1144,2,1
"12990",0,5,1550,12,113,1144,2,1
"25630",1,6,1550,12,180,1144,2,2
"13234",0,1,534,1,113,310,0,1
"13719",0,2,534,1,113,310,0,2
"13743",0,3,534,1,113,310,0,2
"14638",0,4,534,1,113,310,0,2
"14783",0,5,534,1,113,310,0,2
"15113",0,6,534,1,113,310,0,2
"15433",0,7,534,1,113,310,0,2
"15545",0,8,534,1,113,310,0,2
"19366",0,9,534,1,113,310,0,2
"20669",0,10,534,1,113,310,0,2
"23042",0,11,534,1,113,310,0,2
"23154",0,12,534,1,113,310,0,2
"23714",0,13,534,1,113,310,0,2
"23781",0,14,534,1,113,310,0,2
"24043",0,15,534,1,113,310,0,2
"24052",0,16,534,1,113,310,0,2
"24157",0,17,534,1,113,310,0,2
"25262",0,18,534,1,113,310,0,2
"25419",0,19,534,1,113,310,0,2
"25935",0,20,534,1,113,310,0,2
"26517",0,21,534,1,113,310,0,2
"26552",0,22,534,1,113,310,0,2
"27834",0,23,534,1,113,310,0,2
"28043",0,24,534,1,113,310,0,2
"12449",0,1,177,10,17,206,0,1
"18283",0,3,3402,9,499,1276,1,2
"18642",0,4,3402,9,499,1276,1,3
"22895",0,5,3402,9,499,1276,1,4
"7802",0,1,331,11,47,327,1,0
"7922",0,3,3934,11,912,4308,2,1
"8486",0,4,3934,11,912,4308,2,1
"10931",0,5,3934,11,912,4308,3,1
"12369",0,6,3934,11,912,4308,3,1
"16360",0,8,3934,11,912,4308,3,2
"22073",0,9,3934,11,912,4308,3,3
"22654",0,10,3934,11,912,4308,4,3
"23101",0,11,3934,11,912,4308,4,3
"23299",0,12,3934,11,912,4308,4,3
"23321",0,13,3934,11,912,4308,4,4
"28578",0,15,3934,11,912,4308,4,5
"25681",1,1,4351,5,738,763,0,1
"26095",0,2,4351,5,738,763,1,1
"15811",0,1,148,2,4,116,1,0
"14895",0,1,328,9,55,398,1,0
"16038",0,3,328,9,55,398,1,0
"17171",0,4,328,9,55,398,2,0
"9718",0,1,50,6,16,175,0,1
"14942",0,2,50,6,16,189,1,1
"16492",0,3,50,6,16,189,1,2
"330",0,1,144,10,5,112,0,0
"650",0,2,328,9,55,398,1,0
"951",0,3,328,9,55,398,2,0
"1166",0,4,328,9,55,398,2,0
"1286",0,5,542,9,55,398,2,1
"1438",0,6,542,9,55,398,2,1
"1566",0,7,542,9,55,398,2,2
"2044",0,8,542,9,55,398,3,2
"2189",0,9,542,9,55,398,3,2
"3419",0,10,542,9,55,398,3,2
"3824",0,11,542,9,55,398,3,2
"4250",0,12,617,10,62,610,3,3
"5552",0,13,819,10,125,726,3,4
"5791",0,14,819,10,125,726,3,5
"6603",0,15,819,10,125,726,3,5
"7338",0,16,819,10,125,726,3,5
"8009",0,17,819,10,125,726,3,5
"8413",0,18,819,10,125,726,4,5
"8761",0,19,819,10,125,726,4,6
"10036",0,20,819,10,125,726,4,6
"10396",0,21,819,10,125,726,4,6
"11063",0,22,819,10,125,726,4,6
"11153",0,23,819,10,125,726,4,6
"11218",0,24,819,10,125,726,4,7
"12892",0,25,819,10,125,726,4,7
"13833",0,26,819,10,125,726,4,7
"14566",0,27,819,10,125,726,4,8
"14941",0,28,819,10,125,726,4,9
"17204",0,29,819,10,125,726,4,9
"18025",0,30,819,10,125,726,4,9
"18814",0,31,819,10,125,726,5,9
"19051",0,32,819,10,125,726,6,9
"19291",0,33,819,10,125,726,6,10
"21939",0,34,1785,10,125,855,6,11
"26237",0,35,1785,10,125,1117,7,11
"27589",0,36,1785,10,125,1117,7,11
"29119",0,1,534,1,113,310,0,1
"13677",0,1,141,8,20,310,0,1
"14722",1,2,292,8,48,351,0,2
"15067",0,3,332,8,48,351,1,2
"20182",0,4,332,8,48,351,1,2
"5850",0,2,138,10,17,22,1,0
"12556",0,3,2607,7,136,306,2,0
"15432",0,4,2607,7,136,306,2,1
"16172",0,5,2607,7,136,345,2,2
"18712",0,6,2607,7,136,345,2,2
"19926",0,7,2607,8,271,1177,2,3
"26298",1,8,2607,8,271,1177,3,3
"26763",0,9,2607,8,271,1177,3,3
"26812",0,10,2607,8,271,1177,3,4
"26854",0,11,2607,8,271,1177,3,4
"2190",0,1,107,6,14,192,1,0
"2499",0,2,107,6,14,192,1,1
"2669",0,3,415,8,55,391,1,2
"3199",0,4,933,8,156,391,1,3
"3414",0,5,933,8,156,391,2,3
"5368",0,6,933,8,156,391,2,4
"5941",0,7,933,8,156,391,2,5
"6575",1,8,933,8,156,391,2,5
"7474",0,9,2607,8,156,391,3,5
"7928",0,10,2607,8,156,391,3,5
"10682",0,11,2607,8,156,391,3,5
"11104",0,12,2607,8,156,391,3,5
"11614",0,13,2607,8,156,391,3,5
"13990",0,14,2607,8,156,391,3,6
"15170",0,15,2607,8,156,391,3,7
"24884",0,16,2607,8,156,501,3,8
"3931",0,1,145,7,18,202,0,1
"4026",0,2,277,7,18,202,0,2
"4110",0,3,617,10,62,610,0,3
"4167",0,4,617,10,62,610,1,3
"4354",0,5,617,10,62,610,1,3
"4761",0,6,617,10,62,610,1,3
"4977",0,7,617,10,62,610,2,3
"5197",0,8,617,10,62,610,2,4
"5344",0,9,617,10,62,610,2,5
"5566",0,10,617,10,62,610,2,5
"5612",0,11,617,10,62,610,2,6
"5657",0,12,617,10,62,610,2,6
"6618",0,13,617,10,62,786,2,7
"6639",0,14,617,10,62,786,2,7
"6775",0,15,617,10,62,786,2,7
"6811",0,16,617,10,62,786,2,8
"6944",0,17,617,10,62,786,3,8
"7909",0,18,617,10,62,786,3,8
"7983",0,19,617,10,62,786,3,8
"9133",0,20,617,10,62,786,3,8
"9550",1,21,617,10,62,786,3,8
"11118",0,22,617,10,62,786,3,8
"11686",0,23,617,10,62,786,3,9
"12516",0,24,617,10,70,786,3,10
"13114",0,26,617,10,100,786,4,11
"15543",0,28,1303,10,100,786,4,12
"15968",0,29,1303,10,100,786,4,12
"16875",0,31,1303,10,100,786,4,12
"17760",0,32,1303,10,100,786,4,13
"18089",0,33,1303,10,100,786,4,13
"19690",0,34,1303,10,100,786,4,13
"23272",0,35,1303,10,100,786,4,14
"24070",0,36,1303,10,100,786,4,15
"28181",1,37,1303,10,100,786,5,15
"1083",0,1,328,9,55,398,1,0
"1179",0,2,328,9,55,398,1,0
"1190",0,3,328,9,55,398,2,0
"1220",0,4,328,9,55,398,2,0
"1223",0,5,328,9,55,398,2,0
"8001",0,7,328,9,55,398,2,0
"13663",0,8,328,9,55,398,2,1
"13893",0,9,328,9,55,398,2,2
"26718",1,10,534,9,113,398,2,3
"26499",1,2,5,7,4,42,0,1
"6101",0,1,73,6,6,192,0,0
"10221",0,2,556,9,94,1193,0,1
"12745",0,3,556,9,94,1193,0,2
"13894",0,4,556,9,94,1193,0,3
"14765",0,5,556,9,113,1193,0,4
"1581",0,1,76,3,12,65,0,1
"3993",0,2,328,9,55,398,1,1
"4135",0,3,328,9,55,398,1,1
"5523",0,4,328,9,55,398,1,1
"6193",0,5,328,9,55,398,1,1
"6235",0,6,328,9,55,398,2,1
"6466",0,7,506,9,55,398,2,2
"9249",0,8,506,9,55,398,2,2
"9283",1,9,506,9,55,398,3,2
"23635",0,10,506,9,55,398,3,3
"16184",0,1,171,9,46,498,1,0
"21016",1,2,256,9,46,498,1,1
"21409",0,3,256,9,46,498,1,2
"21989",1,4,256,9,46,498,1,3
"22763",0,5,256,9,46,498,1,4
"24398",1,6,256,9,46,498,2,4
"13005",0,2,230,1,4,54,1,0
"22426",1,3,534,1,113,310,1,1
"3259",0,1,933,6,156,374,0,1
"6036",0,2,933,6,156,374,0,1
"6604",0,3,2607,7,156,374,1,1
"9939",0,4,2607,7,156,374,1,1
"13397",0,5,2607,7,156,374,2,1
"21052",1,6,2607,7,156,405,2,2
"26282",0,7,2607,7,156,405,2,2
"9333",0,1,1,8,0,13,0,1
"12604",1,2,211,5,14,156,0,2
"19508",1,3,211,5,14,156,1,2
"27216",1,1,179,3,17,200,0,1
"210",0,1,128,1,24,425,1,0
"237",0,4,6187,12,894,1932,1,2
"309",0,5,6187,12,894,1932,1,3
"329",0,6,6187,12,894,1932,1,4
"1252",0,7,6187,12,894,1932,1,5
"4779",0,8,6187,12,894,1932,1,6
"5227",0,9,6187,12,894,1932,1,7
"6157",0,10,6187,12,894,1932,1,7
"7439",0,11,6187,12,894,1932,2,7
"12212",0,12,6187,12,894,1932,2,7
"19410",0,13,6187,12,894,1932,3,7
"23333",1,14,6187,12,894,1932,3,8
"236",0,1,328,9,55,398,1,0
"266",0,2,328,9,55,398,1,0
"303",0,3,328,9,55,398,1,1
"1131",0,4,328,9,55,398,1,2
"1203",0,5,328,9,55,398,1,2
"2339",0,6,328,9,55,398,1,2
"9606",0,7,328,9,55,398,1,2
"15507",0,8,1196,9,180,481,1,3
"28445",0,9,1196,9,180,481,2,3
"24388",0,1,364,6,93,421,1,0
"24623",0,2,534,6,113,421,1,1
"24865",0,3,534,6,113,434,1,2
"25433",0,4,853,8,113,434,1,3
"27513",1,5,853,8,113,434,1,4
"27471",0,1,343,3,11,109,1,0
"27512",0,2,343,4,12,325,1,1
"6714",0,1,414,7,8,57,0,0
"14104",0,2,414,11,47,327,1,0
"15268",0,3,414,10,47,327,1,1
"26386",0,4,414,10,47,327,2,1
"351",0,1,85,2,3,106,1,0
"490",0,2,542,6,42,268,1,1
"521",0,3,542,6,42,268,1,1
"2681",0,4,542,6,42,268,2,1
"3477",0,5,542,6,42,268,3,1
"6638",0,6,542,6,42,268,3,1
"7530",0,7,542,6,42,268,3,2
"7781",0,8,542,6,42,268,3,2
"8658",1,9,542,6,42,268,3,3
"9099",0,10,542,6,42,268,3,3
"10346",0,11,542,6,42,268,4,3
"11179",0,12,542,6,42,268,4,3
"12534",0,13,542,6,42,268,4,3
"14273",0,14,542,6,42,268,4,3
"16145",0,15,1303,6,94,268,4,4
"28748",0,16,1303,6,94,268,4,5
"10",0,1,328,9,55,398,1,0
"12",0,2,328,9,55,398,1,0
"20",0,3,328,9,55,398,1,0
"27",0,4,328,9,55,398,1,0
"32",0,5,328,9,55,398,1,0
"41",0,6,328,9,55,398,1,1
"54",0,7,328,9,55,398,1,1
"70",0,8,328,9,55,398,1,1
"78",0,9,328,9,55,398,1,1
"152",0,10,328,9,55,398,1,1
"186",0,11,328,9,55,398,1,1
"340",0,12,328,9,55,398,1,1
"661",0,13,328,9,55,398,1,1
"1443",0,15,328,9,55,398,1,1
"1905",0,16,328,9,55,398,1,1
"2027",0,17,414,9,55,398,1,1
"2432",0,18,414,9,55,398,1,1
"2547",0,19,414,9,55,398,1,1
"2718",0,20,414,9,55,398,1,1
"2747",0,21,414,9,55,398,1,1
"3077",0,22,414,9,55,398,1,1
"3228",0,23,414,9,55,398,1,1
"4058",0,24,414,9,55,398,1,1
"4113",0,25,414,9,55,398,2,1
"4355",0,26,414,9,55,398,2,1
"4764",0,27,414,9,55,398,2,2
"5132",0,28,414,9,55,398,2,2
"5232",0,29,414,9,55,398,3,2
"5449",0,30,414,9,55,398,3,2
"5486",0,31,414,9,55,398,3,2
"5669",0,32,414,9,55,398,3,2
"6013",0,33,414,9,55,398,3,2
"6875",0,34,2607,9,136,398,4,2
"6956",0,35,2607,9,136,398,4,3
"6979",0,36,2607,9,136,398,4,3
"7226",0,37,2607,9,136,398,5,3
"7576",0,38,2607,9,136,398,5,3
"7587",0,39,2607,10,136,704,6,3
"8334",0,40,2607,10,136,704,6,3
"8463",0,41,2607,10,136,704,6,3
"9083",0,42,2607,10,136,704,7,3
"9446",0,43,2607,10,136,704,7,3
"9455",0,44,2607,10,136,704,7,3
"9859",0,45,2607,10,136,704,7,4
"10623",0,46,2607,10,136,704,7,4
"10910",0,47,2607,10,136,704,7,4
"10932",0,48,2607,10,136,704,7,5
"11855",0,49,2607,10,136,704,7,6
"11948",0,50,2607,10,136,704,7,7
"13895",0,51,2607,10,136,704,7,8
"14215",0,52,2607,10,136,704,7,9
"16185",0,53,2607,10,136,704,7,9
"16429",0,54,2607,10,136,704,7,10
"17205",0,55,2607,10,136,704,7,11
"17268",0,56,2607,10,271,1177,7,12
"18027",0,57,2607,10,271,1177,7,12
"18482",0,58,2607,10,271,1177,8,12
"20199",0,59,2607,10,271,1177,8,13
"20890",0,60,2607,10,271,1177,8,13
"23334",0,61,2607,10,271,1177,8,13
"25908",0,62,2607,10,271,1177,9,13
"26872",0,63,2607,10,271,1177,9,13
"28957",0,64,2607,10,271,1177,10,13
"14886",0,1,72,2,5,70,0,1
"14894",0,2,137,3,22,207,1,1
"15026",0,3,137,3,22,207,1,2
"15206",0,4,137,3,22,207,1,3
"15532",0,5,137,3,22,207,2,3
"16902",0,6,171,9,46,498,3,3
"25069",0,7,171,9,46,498,3,3
"22395",0,1,286,9,32,486,1,0
"24156",0,2,286,9,32,486,1,1
"3825",0,1,542,6,42,268,0,1
"6494",0,2,542,6,42,268,0,1
"6521",0,3,542,6,42,268,1,1
"6831",0,4,542,6,42,268,1,2
"9229",0,5,542,6,47,327,2,2
"952",0,1,933,6,156,374,0,1
"1004",0,2,933,6,156,374,1,1
"1471",0,3,933,6,156,374,1,1
"4365",0,4,933,6,156,374,2,1
"4541",0,5,933,10,156,610,2,2
"6642",0,6,933,10,156,616,2,3
"6873",0,7,933,10,156,616,2,4
"7574",0,8,933,10,156,616,3,4
"8424",0,9,933,10,156,616,3,5
"8660",0,10,933,10,156,616,3,6
"9841",0,11,933,10,156,616,3,6
"9909",0,12,933,10,156,616,4,6
"13261",0,13,933,10,156,616,4,6
"14199",0,14,933,10,156,616,5,6
"14967",0,15,1303,10,156,616,5,7
"18174",0,16,1303,10,156,616,6,7
"24962",0,17,1303,10,156,616,7,7
"26096",0,18,1303,10,156,616,7,8
"8022",0,1,231,10,32,537,0,1
"19736",1,2,231,10,32,537,1,1
"27963",0,3,364,10,93,537,2,1
"24509",0,1,33,8,1,38,0,1
"25944",0,2,84,7,12,297,0,2
"27739",0,1,74,11,8,118,1,0
"13159",0,1,15,7,1,12,1,0
"13233",0,2,70,10,9,82,2,0
"13706",0,3,347,9,16,279,3,0
"14012",0,4,347,9,16,279,3,0
"14379",0,5,534,9,113,310,3,1
"15562",0,6,747,9,113,310,3,2
"16173",0,7,747,9,113,310,3,2
"16951",0,8,747,9,113,310,3,3
"20853",0,9,747,9,113,310,3,3
"23845",0,10,747,9,113,310,3,3
"24823",0,11,747,9,113,310,3,3
"25894",0,12,747,9,113,537,4,3
"26487",0,13,747,9,113,537,5,3
"22",0,1,138,10,17,22,1,0
"34",0,2,826,10,38,220,1,1
"46",0,3,853,10,74,258,1,2
"600",0,4,853,10,74,258,1,3
"1375",0,5,853,10,74,258,1,4
"2397",0,6,853,10,74,258,1,5
"2612",0,7,853,10,74,258,1,6
"2705",0,8,853,10,74,258,1,6
"2762",0,9,853,10,74,258,1,6
"2777",0,10,853,10,74,258,2,6
"2810",0,11,853,10,74,258,2,6
"3189",0,12,853,10,74,258,2,6
"4006",0,13,853,10,74,258,2,7
"4031",0,14,853,10,74,258,2,7
"5198",0,15,853,10,74,258,2,7
"5614",0,16,853,10,74,258,2,8
"5697",0,17,853,10,74,485,2,9
"6083",0,18,853,10,74,485,2,10
"6294",0,19,853,10,74,610,2,11
"7161",0,20,853,10,74,610,2,11
"7577",0,21,853,10,74,610,2,11
"9721",0,22,853,10,74,610,2,11
"13948",0,23,853,10,74,610,2,12
"14626",0,24,853,10,74,610,3,12
"14810",0,25,853,10,74,610,3,13
"16067",0,26,853,10,74,610,4,13
"16279",0,27,853,10,74,610,4,14
"17870",0,28,853,10,74,610,4,15
"19248",0,29,2217,10,271,1177,4,16
"21175",0,30,2217,10,271,1177,4,16
"21282",0,31,2217,10,271,1177,5,16
"22878",0,32,2217,10,271,1177,5,17
"23826",0,33,2217,10,271,1177,5,18
"28167",0,34,2217,10,271,1177,5,19
"8083",0,1,176,4,13,169,0,1
"8148",0,2,176,4,13,169,0,1
"8202",0,3,176,4,13,169,0,1
"8256",0,4,331,4,47,327,1,1
"8385",0,5,331,4,47,327,1,2
"8392",0,6,331,4,47,327,1,2
"8688",0,7,331,6,47,327,1,3
"10747",0,8,331,6,47,327,1,3
"10849",0,9,331,6,47,327,1,3
"11163",0,10,331,6,47,327,1,3
"11290",0,11,331,6,47,327,1,3
"11761",0,12,578,6,47,327,2,3
"11856",0,13,578,6,47,327,3,3
"13592",0,14,578,6,47,327,3,3
"13881",0,15,578,6,113,327,3,4
"16010",0,16,578,8,113,376,3,5
"16726",0,17,578,8,113,376,3,6
"16845",0,18,2217,8,271,1177,3,7
"24552",0,19,2217,8,271,1177,3,7
"258",0,1,542,6,42,268,0,1
"3371",0,2,542,6,42,268,0,2
"9334",0,3,617,10,62,610,0,3
"20871",1,4,617,10,62,610,0,3
"29062",0,5,617,10,62,610,1,3
"3652",0,1,434,7,6,29,0,1
"5779",0,2,460,10,33,614,1,1
"6953",0,3,2607,7,136,614,2,1
"7473",0,4,2607,7,136,614,2,1
"8499",0,5,2607,7,136,614,2,2
"8868",0,6,2607,7,136,614,2,2
"9196",0,7,2607,7,136,614,2,2
"11444",0,8,2607,7,136,614,2,3
"11515",0,9,2607,7,136,614,3,3
"12969",0,10,2607,7,136,614,4,3
"15613",0,11,2607,7,136,614,5,3
"16063",0,12,2607,10,136,1116,6,3
"18167",0,13,2607,10,136,1116,6,4
"18242",0,14,2607,10,136,1116,6,5
"5407",0,1,70,10,9,82,1,0
"10724",0,2,70,7,11,358,2,0
"89",0,1,328,9,55,398,1,0
"638",0,2,576,11,116,1659,1,1
"1352",0,3,576,11,116,1659,2,1
"1411",0,4,576,11,116,1659,3,1
"2302",0,5,576,11,116,1659,3,1
"2717",0,6,938,11,116,1659,3,2
"3074",0,7,938,11,116,1659,4,2
"3143",0,8,938,11,116,1659,4,2
"4432",0,9,938,11,116,1659,4,2
"7801",0,10,938,11,116,1659,4,3
"7879",0,11,3378,11,912,4308,5,3
"8421",0,12,3378,11,912,4308,5,4
"8545",0,13,3378,11,912,4308,6,4
"8720",0,14,3378,11,912,4308,6,4
"9816",0,15,3378,11,912,4308,6,4
"14078",0,16,3378,11,912,4308,6,4
"16463",0,17,3378,11,912,4308,6,5
"17600",0,18,3378,11,912,4308,6,6
"19670",1,19,3378,11,912,4308,7,6
"26385",0,20,3378,11,912,4308,7,7
"28388",1,21,3378,11,912,4308,7,8
"14436",0,1,534,1,113,310,0,1
"14675",0,2,534,1,113,310,0,2
"15008",0,3,534,5,113,310,0,3
"16187",0,4,534,5,113,310,0,3
"16397",0,5,534,12,113,786,0,4
"18029",0,6,534,12,113,786,0,4
"19440",0,7,534,12,113,786,1,4
"20112",0,8,534,12,113,786,1,5
"20261",0,9,534,12,113,786,2,5
"21751",0,10,534,12,113,786,2,6
"21990",0,11,534,12,113,786,3,6
"23247",0,12,534,12,113,786,3,7
"24922",0,13,534,12,113,786,3,8
"25187",0,14,534,12,113,786,3,8
"26591",1,15,534,12,113,786,3,8
"28754",0,16,534,12,113,786,3,9
"1910",1,1,154,9,4,50,1,0
"6078",0,2,154,7,4,50,1,0
"17393",0,3,154,3,19,501,1,1
"20093",0,4,154,3,19,501,1,2
"20628",1,5,154,3,19,501,1,3
"24579",0,6,154,3,19,501,1,4
"24654",0,7,154,3,19,501,2,4
"25457",0,1,74,8,8,118,1,0
"25534",0,2,74,9,8,118,1,0
"25649",0,3,74,7,8,118,1,0
"25889",0,4,74,7,8,118,1,1
"27457",0,5,108,9,8,156,2,1
"17246",0,1,819,8,125,726,0,1
"17954",0,2,2607,8,136,726,1,1
"18547",0,3,2607,8,271,1177,1,2
"18883",0,4,2607,8,271,1177,2,2
"19088",0,5,2607,8,271,1177,2,2
"20912",0,6,2607,8,271,1177,3,2
"22474",0,7,2607,8,271,1177,3,3
"25284",0,9,2607,11,271,1689,3,4
"29093",1,10,2607,11,271,1689,3,5
"672",0,1,33,9,1,47,1,0
"1103",0,2,542,6,42,268,1,1
"11237",0,1,37,2,3,40,1,0
"13161",0,2,390,6,42,382,1,1
"13505",0,3,390,6,42,382,1,2
"13872",0,4,390,6,42,382,1,2
"14844",0,5,390,6,42,382,1,2
"14947",0,6,390,6,42,382,1,2
"15225",0,7,390,6,42,382,1,3
"16861",0,8,390,6,43,786,1,4
"26973",1,9,390,6,43,786,1,4
"24716",0,1,364,6,93,421,1,0
"26684",0,2,364,6,93,421,1,0
"27828",1,3,364,6,93,421,1,1
"15185",0,1,534,1,113,310,0,1
"15662",0,2,534,2,113,310,0,2
"17614",0,3,534,2,113,310,1,2
"17927",0,4,534,2,113,310,2,2
"19392",0,5,534,2,113,310,3,2
"4481",0,1,328,9,55,398,1,0
"4610",0,2,328,9,55,398,2,0
"5263",0,3,328,9,55,398,2,0
"6217",0,4,328,9,55,398,2,0
"6664",0,5,328,9,55,398,3,0
"6854",0,6,328,9,55,398,3,0
"6902",0,7,328,9,55,398,3,0
"7197",0,8,328,9,55,398,3,0
"8008",0,9,328,9,55,398,3,0
"8183",0,10,328,9,55,398,3,1
"8537",0,11,543,9,164,2429,3,2
"8684",0,12,543,9,164,2429,4,2
"8701",0,13,543,9,164,2429,4,2
"8738",0,14,543,9,164,2429,4,2
"8760",0,15,543,9,164,2429,4,2
"9817",0,16,543,9,164,2429,4,2
"11178",0,17,543,9,164,2429,4,3
"13692",0,18,543,9,164,2429,4,3
"14272",0,19,543,9,164,2429,4,3
"14570",1,20,543,9,164,2429,5,3
"14693",0,21,543,9,164,2429,5,4
"16293",0,22,543,9,164,2429,5,4
"16773",0,23,543,9,164,2429,5,4
"16874",0,24,543,9,164,2429,5,4
"18162",0,25,543,9,164,2429,5,4
"22831",0,26,543,9,164,2429,5,4
"22955",0,27,543,9,164,2429,5,4
"23783",0,28,543,9,164,2429,6,4
"25164",0,29,543,9,164,2429,7,4
"26883",1,1,195,7,4,32,0,1
"7817",0,1,286,9,32,486,1,0
"8346",0,2,806,9,94,486,1,1
"8422",0,3,806,9,94,486,1,1
"8869",0,4,806,9,94,486,1,1
"10383",0,5,819,9,125,726,1,2
"11987",0,6,819,9,125,726,1,3
"12323",0,7,819,9,125,726,1,4
"13676",0,8,819,9,125,726,1,4
"13966",0,9,819,9,125,726,1,4
"21487",0,10,819,9,125,726,1,5
"22901",0,11,819,9,125,726,2,5
"1026",0,1,38,8,4,92,0,1
"2512",0,2,107,6,14,192,1,1
"4287",0,3,434,6,14,192,1,2
"6372",0,4,819,8,125,726,1,3
"8937",0,5,819,8,125,726,1,4
"9167",0,7,819,8,125,726,2,4
"9231",0,8,819,8,125,726,2,4
"13017",0,9,819,8,125,726,2,4
"13610",0,10,819,8,125,726,3,4
"16131",0,11,819,8,125,726,3,4
"18815",0,12,2100,8,125,726,4,4
"23534",1,13,2100,8,125,726,5,4
"27050",1,14,2100,8,125,1360,6,4
"10783",0,1,70,7,9,82,1,0
"10876",0,2,328,9,55,398,2,0
"11235",0,3,331,9,55,398,3,0
"11325",0,4,331,9,55,398,4,0
"11408",0,5,331,9,55,398,4,0
"11998",0,6,447,9,70,521,4,1
"12015",0,7,447,9,70,521,5,1
"12259",0,8,447,9,93,521,6,1
"12305",0,9,447,9,93,521,7,1
"14318",0,10,447,9,93,521,8,1
"14435",0,11,447,9,93,521,8,2
"14601",0,12,447,9,93,521,8,3
"16158",0,13,447,9,93,521,9,3
"16336",0,14,447,9,93,521,10,3
"16844",0,15,447,9,93,521,10,4
"18401",0,16,534,12,93,786,10,5
"19089",0,17,534,12,93,786,11,5
"22460",0,18,534,12,93,786,11,5
"23533",0,19,534,12,93,786,11,5
"23668",0,20,534,12,93,1360,12,5
"24161",0,21,534,12,93,1360,12,5
"25445",0,22,534,12,93,1595,13,5
"27206",0,23,1094,12,93,1595,13,5
"27245",0,24,1094,12,93,1595,13,6
"27918",0,25,1094,12,93,1595,13,6
"28425",1,26,1483,12,93,1595,14,6
"60",0,1,138,11,17,22,1,0
"198",0,2,328,9,55,398,2,0
"331",0,3,1527,9,124,398,2,1
"607",0,4,1527,9,124,398,2,2
"815",0,5,1527,9,124,1193,2,3
"974",0,6,1527,9,124,1193,2,4
"1013",0,7,1527,9,124,1193,2,4
"1102",0,8,1527,9,124,1193,2,4
"1174",0,9,1527,9,124,1193,2,4
"1210",0,10,1527,9,124,1193,2,4
"1428",0,11,1527,9,124,1193,2,4
"1550",0,12,1527,9,124,1193,2,4
"1708",0,13,1527,9,124,1193,2,4
"1963",0,15,1527,9,124,1193,2,4
"1989",0,16,1527,9,124,1193,2,4
"2341",0,17,1527,9,124,1193,3,4
"4029",0,18,1527,9,124,1193,3,4
"4150",0,19,1527,9,124,1193,4,4
"4364",0,20,1527,9,124,1193,4,4
"4388",0,21,1527,10,124,1193,4,5
"5682",0,23,1527,10,124,1193,5,6
"6081",0,24,1527,10,124,1193,5,7
"7159",0,25,1527,10,124,1193,5,7
"7199",0,27,1527,10,124,1193,5,8
"8557",0,28,1527,10,124,1193,6,8
"12940",0,29,1527,10,124,1193,6,8
"14244",0,30,1527,10,124,1193,6,8
"14751",0,31,1527,10,124,1193,6,9
"14896",0,32,1527,10,124,1193,6,10
"14966",0,33,1527,10,124,1193,6,10
"15136",0,34,1527,10,124,1193,7,10
"15989",0,35,1527,10,124,1193,7,10
"16223",0,36,1527,12,124,1193,7,11
"16574",0,37,1527,12,124,1193,8,11
"16713",0,38,1527,12,124,1193,8,12
"2778",0,1,682,11,78,520,0,1
"3933",0,2,682,11,78,520,1,1
"12325",1,3,682,11,78,520,1,1
"15452",0,4,682,11,78,520,1,2
"17398",1,5,682,11,78,520,2,2
"27517",0,1,741,7,17,139,0,1
"28304",0,2,741,7,17,139,0,2
"29011",0,3,741,1,17,139,0,3
"5369",0,1,460,8,33,614,1,0
"9468",0,2,460,2,33,614,2,0
"1307",0,1,144,11,5,112,0,0
"1688",0,2,542,6,42,268,0,1
"1911",1,3,542,6,42,268,0,1
"4668",0,4,542,6,42,268,1,1
"13078",0,5,542,6,42,268,1,1
"19984",0,6,1303,6,94,268,1,2
"20009",0,7,1303,6,94,268,1,3
"1978",0,1,390,6,42,382,0,1
"2915",0,2,682,11,78,520,0,2
"3913",0,3,682,11,78,520,1,2
"4195",0,4,682,11,78,520,1,3
"5094",0,5,682,11,78,520,1,4
"5164",0,6,682,11,78,520,1,5
"5325",0,7,682,11,78,520,2,5
"5542",0,8,682,11,78,520,2,6
"5801",0,9,682,11,78,520,2,6
"8336",0,10,682,11,78,520,2,7
"8777",0,11,682,11,78,520,2,7
"9432",0,12,682,11,78,520,2,7
"10971",0,13,682,11,78,520,2,7
"11448",0,14,682,11,78,520,2,8
"13836",0,15,682,11,78,520,2,9
